Invoice Number,Invoice Date,Payment Terms,Invoice Currency,Company Name,Line Number,Item Name,Quantity,Amount,Total Amount,VAT,Invoice Amount
BC3441,25-Mar-2021,70,INR,Midel,1,Wine - Riesling Dr. Pauly,6,2024,12144,20,14572.8
CA1444,11-Nov-2020,74,INR,Jayo,1,Wine - Puligny Montrachet A.,3,2574,7722,20,9266.4
AC4441,09-Mar-2021,63,INR,Chatterpoint,1,Raspberries - Frozen,2,1798,3596,20,4315.2
BA4444,04-Jun-2020,90,INR,Lazz,1,Chinese Foods - Plain Fried Rice,10,2405,24050,20,28860
AA4441,03-Jan-2020,22,INR,Viva,1,Eggplant Oriental,1,2476,2476,20,2971.2
AC1324,02-Dec-2020,54,INR,Yodel,1,Wine La Vielle Ferme Cote Du,7,1663,11641,20,13969.2
BC4343,23-Mar-2021,34,INR,Oodoo,1,Cheese - Cambozola,6,1652,9912,20,11894.4
CC4124,26-Jan-2021,14,INR,Zoonoodle,1,Iced Tea Concentrate,6,2630,15780,20,18936
AC2124,20-Mar-2020,35,INR,Buzzdog,1,Bread Ww Cluster,5,394,1970,20,2364
CC4444,07-Sep-2020,61,INR,Flipopia,1,"Crush - Grape, 355 Ml",6,530,3180,20,3816
CB4442,25-Dec-2020,14,INR,Skivee,1,Lamb - Ground,10,1218,12180,20,14616
BB3344,14-Feb-2020,24,INR,Quimm,1,Salt And Pepper Mix - White,3,1847,5541,20,6649.2
CA3144,07-Jan-2021,29,INR,Jaxbean,1,Kellogs All Bran Bars,9,1573,14157,20,16988.4
CC3433,29-Feb-2020,12,INR,Avamm,1,Lid Tray - 16in Dome,2,1224,2448,20,2937.6
CA4443,03-Sep-2020,61,INR,Zoomdog,1,Paper - Brown Paper Mini Cups,6,2000,12000,20,14400
AC4442,03-Aug-2020,44,INR,Lajo,1,Haggis,5,427,2135,20,2562
AC4444,20-Apr-2020,44,INR,Livetube,1,Island Oasis - Raspberry,3,2704,8112,20,9734.4
CB4331,14-Jan-2021,75,INR,Yambee,1,Isomalt,4,523,2092,20,2510.4
BA4211,18-Feb-2021,16,INR,Dabfeed,1,Blueberries - Frozen,5,418,2090,20,2508
BA3423,16-Jul-2020,24,INR,Flashdog,1,Flavouring - Rum,4,2219,8876,20,10651.2
AB4443,17-Apr-2020,82,INR,Eabox,1,Turnip - Wax,3,2556,7668,20,9201.6
AB3143,13-Jan-2021,12,INR,Yata,1,Olive - Spread Tapenade,9,908,8172,20,9806.4
AA4334,26-Dec-2020,45,INR,Bluezoom,1,Banana - Green,3,1733,5199,20,6238.8
CC4242,13-Nov-2020,9,INR,Topiczoom,1,Melon - Honey Dew,4,2180,8720,20,10464
CA1342,04-May-2020,82,INR,Skajo,1,Wine - Pinot Noir Mondavi Coastal,2,1956,3912,20,4694.4
CC2114,31-Jan-2021,34,INR,Voonyx,1,Flour - Chickpea,5,2056,10280,20,12336
CC4313,25-Dec-2020,56,INR,Tagopia,1,Rabbit - Legs,5,2267,11335,20,13602
BA4444,28-Jun-2020,90,INR,Nlounge,1,"Soup - Campbells, Chix Gumbo",5,2437,12185,20,14622
AA3243,09-May-2020,32,INR,Einti,1,Lotus Rootlets - Canned,1,1478,1478,20,1773.6
BC4132,13-May-2020,36,INR,Skiba,1,Truffle - Peelings,6,878,5268,20,6321.6
CC3443,25-Aug-2020,34,INR,Flashpoint,1,Parsley - Fresh,5,905,4525,20,5430
CA4413,20-Feb-2021,59,INR,Babbleopia,1,"Chilli Paste, Hot Sambal Oelek",1,1057,1057,20,1268.4
CC2243,23-Oct-2020,87,INR,Gabspot,1,Milkettes - 2%,8,2145,17160,20,20592
AC4221,12-Feb-2020,52,INR,Oyondu,1,Wine - German Riesling,9,1174,10566,20,12679.2
BB4433,16-Jun-2020,86,INR,Meejo,1,Plums - Red,8,1984,15872,20,19046.4
AB4434,03-Jan-2020,32,INR,Realcube,1,"Brocolinni - Gaylan, Chinese",1,2662,2662,20,3194.4
BC4341,24-Oct-2020,88,INR,Yamia,1,Taro Leaves,10,1855,18550,20,22260
AB2432,26-Jan-2021,78,INR,Jabbersphere,1,Tofu - Soft,9,761,6849,20,8218.8
CA4344,04-May-2020,34,INR,Divavu,1,Squid U5 - Thailand,7,2872,20104,20,24124.8
BC4242,18-Mar-2020,79,INR,Tekfly,1,Ketchup - Tomato,5,1464,7320,20,8784
BB3342,10-Oct-2020,74,INR,Topicware,1,"Wine - Red, Metus Rose",6,531,3186,20,3823.2
CC4443,19-Jul-2020,13,INR,Meedoo,1,"Oil - Truffle, White",1,1002,1002,20,1202.4
CC4344,23-Jan-2021,54,INR,Teklist,1,"Gin - Gilbeys London, Dry",2,570,1140,20,1368
AC3344,05-Jun-2020,68,INR,Lazzy,1,Temperature Recording Station,7,2323,16261,20,19513.2
CA2441,01-Mar-2021,13,INR,Twitternation,1,"Quail - Eggs, Fresh",3,972,2916,20,3499.2
CC3422,04-Mar-2020,55,INR,Teklist,1,"Tart Shells - Savory, 3",6,1813,10878,20,13053.6
CA4334,09-Dec-2020,81,INR,Dazzlesphere,1,Gatorade - Lemon Lime,4,1257,5028,20,6033.6
CC3444,23-Oct-2020,23,INR,Yadel,1,Pumpkin,1,227,227,20,272.4
BC1443,20-Aug-2020,25,INR,Babbleset,1,Ham - Cooked Italian,3,1444,4332,20,5198.4
AC4344,27-Oct-2020,47,INR,Trilia,1,"Cheese - Brie, Cups 125g",8,2912,23296,20,27955.2
AB3422,31-Aug-2020,32,INR,Mymm,1,Jam - Raspberry,10,1804,18040,20,21648
CC4424,01-Mar-2021,24,INR,Tagfeed,1,Wine - Barolo Fontanafredda,4,2221,8884,20,10660.8
BC3444,12-Jul-2020,55,INR,Dynabox,1,Chickensplit Half,9,2711,24399,20,29278.8
BB1441,11-Dec-2020,32,INR,Abata,1,Wine - Magnotta - Belpaese,4,2114,8456,20,10147.2
CB4334,03-Oct-2020,66,INR,Oozz,1,Fork - Plastic,9,2789,25101,20,30121.2
CC4343,23-Sep-2020,18,INR,Pixoboo,1,Lettuce - Baby Salad Greens,10,1362,13620,20,16344
CB4444,01-Apr-2020,53,INR,Gigabox,1,"Wine - Red, Cabernet Merlot",7,2529,17703,20,21243.6
AA4444,25-Jul-2020,11,INR,Quinu,1,Flower - Carnations,2,477,954,20,1144.8
AC4432,03-Jan-2021,65,INR,Mita,1,Pear - Halves,2,972,1944,20,2332.8
BC3134,23-May-2020,40,INR,Dablist,1,"Yogurt - Banana, 175 Gr",4,1164,4656,20,5587.2
CA3442,29-Jul-2020,90,INR,Aibox,1,Wine - Casillero Del Diablo,8,829,6632,20,7958.4
AB2413,13-Mar-2021,89,INR,Rooxo,1,Tea Peppermint,5,1174,5870,20,7044
BC4441,10-Sep-2020,58,INR,Skimia,1,Isomalt,9,1653,14877,20,17852.4
AC4444,19-Dec-2020,61,INR,Mudo,1,Magnotta - Bel Paese White,6,2268,13608,20,16329.6
CC2113,10-Jan-2021,66,INR,Livetube,1,Bagels Poppyseed,6,881,5286,20,6343.2
CC4424,18-May-2020,54,INR,Jetpulse,1,Pineapple - Golden,7,1273,8911,20,10693.2
BA4444,03-Jul-2020,36,INR,Tagcat,1,Chicken - Whole Roasting,4,1273,5092,20,6110.4
AC4333,27-Jan-2020,69,INR,Flipopia,1,Syrup - Chocolate,2,2581,5162,20,6194.4
AC3134,22-Aug-2020,56,INR,Agivu,1,Vaccum Bag 10x13,9,247,2223,20,2667.6
CC2241,18-Jul-2020,62,INR,Flashdog,1,Tequila - Sauza Silver,10,1920,19200,20,23040
AC4133,10-Jun-2020,57,INR,Brightbean,1,Puree - Mango,3,744,2232,20,2678.4
AC1334,07-Jan-2020,42,INR,Twitterbridge,1,Beer - Pilsner Urquell,8,2654,21232,20,25478.4
CA1424,11-May-2020,49,INR,Brightdog,1,Sauce - Mint,8,852,6816,20,8179.2
BB4344,18-Aug-2020,54,INR,Skiptube,1,Wine - Tio Pepe Sherry Fino,2,2622,5244,20,6292.8
BC4444,02-Feb-2021,19,INR,Devpulse,1,Kumquat,2,1234,2468,20,2961.6
AC3444,20-Feb-2020,39,INR,Innojam,1,Island Oasis - Pina Colada,9,1576,14184,20,17020.8
CC4441,09-Sep-2020,70,INR,Topiclounge,1,Flour - So Mix Cake White,3,1423,4269,20,5122.8
BC4344,31-Jan-2021,57,INR,Jayo,1,Chick Peas - Canned,5,2211,11055,20,13266
CC3312,26-Oct-2020,63,INR,Divanoodle,1,Sansho Powder,3,456,1368,20,1641.6
BC4244,26-Sep-2020,21,INR,Realfire,1,Container Clear 8 Oz,4,2024,8096,20,9715.2
AA4414,09-Dec-2020,73,INR,Mydeo,1,Pate Pans Yellow,2,1042,2084,20,2500.8
CA4344,19-Jan-2020,18,INR,Blogspan,1,Chocolate Bar - Reese Pieces,10,1125,11250,20,13500
CB4412,01-Mar-2020,18,INR,Bubbletube,1,Coffee - Irish Cream,3,871,2613,20,3135.6
BC2434,17-Aug-2020,73,INR,Youspan,1,Pie Shells 10,10,2093,20930,20,25116
CB3414,29-Jan-2020,82,INR,Devbug,1,Bacardi Breezer - Strawberry,9,1996,17964,20,21556.8
CB4344,04-Apr-2020,89,INR,Fanoodle,1,Water - Evian 355 Ml,2,1309,2618,20,3141.6
AC1424,11-Jun-2020,90,INR,Meevee,1,Rosemary - Fresh,7,1861,13027,20,15632.4
AA3434,13-Oct-2020,25,INR,InnoZ,1,Calypso - Black Cherry Lemonade,1,1062,1062,20,1274.4
BC3234,15-Apr-2020,59,INR,Pixoboo,1,Octopus,1,2758,2758,20,3309.6
CB4443,07-Feb-2020,23,INR,Gabvine,1,Potatoes - Mini White 3 Oz,7,2539,17773,20,21327.6
CC4343,28-Jun-2020,22,INR,Dabjam,1,"Tarragon - Primerba, Paste",10,2352,23520,20,28224
AA2234,25-Mar-2020,56,INR,Lajo,1,Sobe - Liz Blizz,4,1928,7712,20,9254.4
AC3443,18-Oct-2020,86,INR,Youopia,1,Sauce - Fish 25 Ozf Bottle,10,1970,19700,20,23640
CC1133,30-Oct-2020,52,INR,Quinu,1,Mushroom - Chanterelle Frozen,1,312,312,20,374.4
CC3232,10-Apr-2020,80,INR,Jabbersphere,1,Cookie Dough - Oatmeal Rasin,10,2669,26690,20,32028
BC4243,31-Dec-2020,47,INR,Avavee,1,Wine - Fino Tio Pepe Gonzalez,4,1156,4624,20,5548.8
BB3212,13-Mar-2020,83,INR,Babblestorm,1,Momiji Oroshi Chili Sauce,8,585,4680,20,5616
CB4134,13-Nov-2020,79,INR,Brightdog,1,True - Vue Containers,1,2801,2801,20,3361.2
BB4341,10-Dec-2020,39,INR,Dablist,1,"Beets - Candy Cane, Organic",4,1612,6448,20,7737.6
AC4341,18-Jan-2020,79,INR,Twitterlist,1,Vaccum Bag 10x13,9,298,2682,20,3218.4
CA1443,14-Mar-2020,29,INR,Skynoodle,1,Wine - Casillero Del Diablo,9,913,8217,20,9860.4
AA3422,19-Feb-2021,56,INR,Realbridge,1,Juice - Prune,3,2485,7455,20,8946
CB4342,30-Sep-2020,52,INR,Ainyx,1,Cake - Mini Cheesecake,10,1608,16080,20,19296
CB4323,08-Feb-2020,77,INR,Twiyo,1,Nantucket - Orange Mango Cktl,8,934,7472,20,8966.4
BB4344,14-Jan-2021,33,INR,Avavee,1,Vinegar - Red Wine,8,2679,21432,20,25718.4
CC1113,11-Jun-2020,15,INR,Thoughtsphere,1,Oil - Avocado,8,1414,11312,20,13574.4
BC2444,04-Jan-2020,78,INR,Skivee,1,Bread - Calabrese Baguette,7,1164,8148,20,9777.6
BA2134,04-May-2020,50,INR,Chatterbridge,1,"Sprite, Diet - 355ml",4,1543,6172,20,7406.4
BA4422,09-Aug-2020,83,INR,Bluejam,1,Steampan - Lid For Half Size,9,2036,18324,20,21988.8
BB3244,11-Jul-2020,40,INR,Devpulse,1,Tomatoes Tear Drop,9,341,3069,20,3682.8
BB3413,16-Oct-2020,90,INR,Realpoint,1,"Sauce - Bernaise, Mix",5,1936,9680,20,11616
BA3143,02-Sep-2020,88,INR,Quinu,1,Oil - Macadamia,7,1251,8757,20,10508.4
AC1342,03-Mar-2020,25,INR,Blogspan,1,Bamboo Shoots - Sliced,4,1852,7408,20,8889.6
CB2413,04-Jun-2020,32,INR,Dynazzy,1,Pastry - Raisin Muffin - Mini,10,2226,22260,20,26712
CC3334,17-May-2020,15,INR,Izio,1,Sun - Dried Tomatoes,7,2117,14819,20,17782.8
AC1344,19-Nov-2020,12,INR,InnoZ,1,"Glass - Wine, Plastic, Clear 5 Oz",4,1934,7736,20,9283.2
BC1424,22-Feb-2020,55,INR,Dazzlesphere,1,"Pasta - Penne, Rigate, Dry",1,1750,1750,20,2100
BA4433,02-Feb-2020,64,INR,Skajo,1,Kaffir Lime Leaves,5,1927,9635,20,11562
BC4234,30-Mar-2020,36,INR,Edgeclub,1,Goulash Seasoning,10,735,7350,20,8820
CA4331,24-Feb-2020,79,INR,Vinder,1,Bread - Italian Corn Meal Poly,10,1969,19690,20,23628
AA1442,14-Jul-2020,51,INR,Twitterworks,1,Beef - Striploin Aa,6,1645,9870,20,11844
CC3434,25-Aug-2020,65,INR,Youfeed,1,"Bread - Dark Rye, Loaf",3,632,1896,20,2275.2
AB4444,22-Sep-2020,15,INR,Devcast,1,"Trout - Rainbow, Frozen",7,2526,17682,20,21218.4
BC4243,24-Mar-2021,58,INR,Eabox,1,Oil - Cooking Spray,1,1268,1268,20,1521.6
BC1444,13-Jun-2020,82,INR,Dynazzy,1,"Pepper - White, Ground",9,2542,22878,20,27453.6
CC4343,04-Mar-2021,83,INR,Skippad,1,Mussels - Frozen,8,1383,11064,20,13276.8
BC1223,15-Jun-2020,24,INR,InnoZ,1,Yokaline,9,2955,26595,20,31914
AB4422,06-Jul-2020,32,INR,Rhyzio,1,"Clams - Littleneck, Whole",3,2754,8262,20,9914.4
CB4334,29-Jan-2021,26,INR,Flashpoint,1,Tart - Lemon,2,1733,3466,20,4159.2
CC1444,23-Nov-2020,8,INR,Wordpedia,1,Muffin - Carrot Individual Wrap,3,1084,3252,20,3902.4
CA4333,19-Feb-2021,35,INR,Cogilith,1,Tea Peppermint,4,661,2644,20,3172.8
CC3413,11-Mar-2021,19,INR,Zazio,1,Wine - Delicato Merlot,7,1142,7994,20,9592.8
AC4234,03-Mar-2020,53,INR,Viva,1,Juice - Apple 284ml,1,1857,1857,20,2228.4
BB4434,03-Dec-2020,19,INR,Chatterbridge,1,Wine - Gato Negro Cabernet,5,631,3155,20,3786
CC4411,19-Apr-2020,57,INR,Mybuzz,1,Veal - Loin,1,2873,2873,20,3447.6
AA4132,13-Jul-2020,28,INR,Tagchat,1,Coffee - Espresso,6,1102,6612,20,7934.4
CB3413,31-May-2020,35,INR,Gabtune,1,Scallops - Live In Shell,1,1741,1741,20,2089.2
AC3324,10-Jul-2020,88,INR,Buzzdog,1,"Olives - Black, Pitted",5,2456,12280,20,14736
AC3433,18-Nov-2020,45,INR,Dynabox,1,Food Colouring - Pink,1,629,629,20,754.8
CC3434,20-Apr-2020,53,INR,Zoombox,1,Cheese - Victor Et Berthold,8,2557,20456,20,24547.2
AC3424,12-Dec-2020,12,INR,Brainlounge,1,"Wine - Red, Black Opal Shiraz",10,2814,28140,20,33768
CA3444,16-Jan-2020,25,INR,Trilith,1,Wine - George Duboeuf Rose,8,2369,18952,20,22742.4
BC4332,28-Mar-2020,33,INR,Eadel,1,Cookie - Oatmeal,4,229,916,20,1099.2
CC1443,22-Aug-2020,76,INR,Edgeblab,1,Peach - Fresh,9,2438,21942,20,26330.4
AC4441,16-Aug-2020,73,INR,Meemm,1,Jameson - Irish Whiskey,10,2447,24470,20,29364
AB1412,24-Nov-2020,67,INR,Skyble,1,"Marsala - Sperone, Fine, D.o.c.",2,916,1832,20,2198.4
CA2133,27-Nov-2020,23,INR,Youspan,1,Truffle - Peelings,1,220,220,20,264
BC4432,22-Aug-2020,57,INR,Skiba,1,"Asparagus - White, Canned",3,1003,3009,20,3610.8
AB4444,20-Jan-2021,51,INR,Meevee,1,"Radish - Black, Winter, Organic",7,2719,19033,20,22839.6
AB4444,19-Sep-2020,46,INR,Yotz,1,"Wine - Bourgogne 2002, La",3,1475,4425,20,5310
CA4441,30-Jul-2020,80,INR,Yakidoo,1,Icecream Cone - Areo Chocolate,2,1697,3394,20,4072.8
BB3434,18-Jan-2020,79,INR,Realcube,1,Alize Sunset,3,2259,6777,20,8132.4
CC1433,03-Jul-2020,76,INR,Voomm,1,Goat - Leg,2,1444,2888,20,3465.6
AA3443,14-Apr-2020,63,INR,Kwinu,1,"Ice - Clear, 300 Lb For Carving",2,2352,4704,20,5644.8
CC4424,11-Mar-2020,86,INR,Linkbuzz,1,Sauce - Hollandaise,2,1973,3946,20,4735.2
AC1331,30-Jan-2020,11,INR,Centimia,1,Cumin - Whole,5,2208,11040,20,13248
BC3434,19-Jul-2020,63,INR,Wordpedia,1,Blueberries - Frozen,4,2525,10100,20,12120
CA4443,01-Oct-2020,40,INR,Einti,1,Table Cloth 81x81 White,9,1184,10656,20,12787.2
CB3343,27-Jan-2020,44,INR,Jabbercube,1,Coriander - Seed,7,1422,9954,20,11944.8
BC3143,14-Sep-2020,33,INR,Quatz,1,Bar Mix - Lime,7,2910,20370,20,24444
BA3444,26-Feb-2021,53,INR,Youspan,1,Pork - European Side Bacon,6,1654,9924,20,11908.8
BA4443,08-Feb-2021,42,INR,Dabshots,1,Cookies Almond Hazelnut,8,858,6864,20,8236.8
CC4434,03-Apr-2020,9,INR,Dablist,1,Cake - Mini Potato Pancake,10,2117,21170,20,25404
AC4441,24-Aug-2020,55,INR,Quinu,1,Sauce - Cranberry,1,2048,2048,20,2457.6
BA4414,03-Aug-2020,60,INR,Feedmix,1,Cheese - Pied De Vents,2,528,1056,20,1267.2
CB4334,02-Feb-2020,87,INR,Youbridge,1,Filling - Mince Meat,3,2180,6540,20,7848
CB3441,29-Jul-2020,44,INR,Youopia,1,Coffee - Frthy Coffee Crisp,10,2695,26950,20,32340
CC2143,02-Nov-2020,78,INR,Skyba,1,Tequila Rose Cream Liquor,4,806,3224,20,3868.8
BB1244,24-Apr-2020,66,INR,Thoughtworks,1,Crackers - Melba Toast,9,2734,24606,20,29527.2
CC1144,06-Nov-2020,64,INR,Jaxworks,1,Chickensplit Half,1,2503,2503,20,3003.6
CC1444,30-Jan-2021,39,INR,Zooveo,1,Jameson Irish Whiskey,3,581,1743,20,2091.6
CC3224,15-Mar-2020,23,INR,Yombu,1,Ice Cream - Vanilla,10,853,8530,20,10236
BA3434,26-Mar-2020,72,INR,Skiba,1,Sorrel - Fresh,1,2271,2271,20,2725.2
CB3344,27-Feb-2020,78,INR,Feednation,1,Pork - Liver,4,512,2048,20,2457.6
BA3334,16-Jan-2021,39,INR,Gabvine,1,Nantucket - Kiwi Berry Cktl.,5,687,3435,20,4122
CB4434,29-Mar-2020,64,INR,Vinder,1,"Wine - White, Colubia Cresh",7,1163,8141,20,9769.2
CA2434,29-Jan-2020,7,INR,Innotype,1,Soho Lychee Liqueur,5,1140,5700,20,6840
CC4413,01-Mar-2020,9,INR,Realcube,1,Limes,9,806,7254,20,8704.8
AB1132,21-Jun-2020,81,INR,Jayo,1,Ostrich - Prime Cut,10,814,8140,20,9768
BA4413,11-Feb-2020,45,INR,Eidel,1,"Nut - Chestnuts, Whole",3,581,1743,20,2091.6
CC2344,10-Jan-2020,56,INR,Mita,1,Steampan - Half Size Shallow,10,1736,17360,20,20832
AC4444,17-Oct-2020,25,INR,Jabbersphere,1,Bread Cranberry Foccacia,10,2383,23830,20,28596
BC4334,11-Jun-2020,11,INR,Skiba,1,Chocolate Bar - Reese Pieces,4,2105,8420,20,10104
BC1214,05-Jan-2021,22,INR,Wikido,1,Beer - Original Organic Lager,8,1495,11960,20,14352
CA4434,14-Jan-2021,65,INR,Realpoint,1,Guinea Fowl,1,2940,2940,20,3528
BC3414,21-Sep-2020,62,INR,Dynava,1,"Fish - Artic Char, Cold Smoked",5,1227,6135,20,7362
BC4412,18-Sep-2020,7,INR,Fadeo,1,Beef - Cow Feet Split,6,1130,6780,20,8136
CC4442,14-Apr-2020,15,INR,Mynte,1,Grapes - Red,8,2363,18904,20,22684.8
AC1134,09-Mar-2020,73,INR,Rhyzio,1,Soup Campbells - Tomato Bisque,5,1239,6195,20,7434
CC4144,29-Sep-2020,86,INR,Abata,1,Sauce - Marinara,10,2184,21840,20,26208
AB1434,28-Jul-2020,69,INR,Voonte,1,Wine - Zinfandel Rosenblum,9,209,1881,20,2257.2
BA4434,30-May-2020,78,INR,Midel,1,Oil - Canola,5,681,3405,20,4086
BC4242,03-Apr-2020,38,INR,DabZ,1,Pimento - Canned,9,2147,19323,20,23187.6
CA2244,01-Jun-2020,80,INR,Camimbo,1,"Arctic Char - Fresh, Whole",8,263,2104,20,2524.8
AB4144,25-Sep-2020,59,INR,Jaxbean,1,Sauce - Hoisin,8,737,5896,20,7075.2
AC4331,27-Apr-2020,76,INR,Dabfeed,1,"Chestnuts - Whole,canned",6,2700,16200,20,19440
CC3242,07-Jan-2020,16,INR,Mynte,1,Compound - Raspberry,1,2204,2204,20,2644.8
CA3344,12-Feb-2020,72,INR,Twiyo,1,Glaze - Clear,1,950,950,20,1140
CB1433,29-Apr-2020,42,INR,Twinder,1,Appetizer - Cheese Bites,3,1069,3207,20,3848.4
AB4443,09-Mar-2020,67,INR,Feednation,1,Wine - Chianti Classico Riserva,2,1460,2920,20,3504
CA3444,18-Apr-2020,67,INR,Bubblebox,1,"Shrimp - 16/20, Iqf, Shell On",4,510,2040,20,2448
CB4144,01-Feb-2021,67,INR,Wordpedia,1,Pectin,8,2577,20616,20,24739.2
AB3134,21-Sep-2020,17,INR,Dabshots,1,Olives - Morracan Dired,8,1307,10456,20,12547.2
CA2444,16-Jul-2020,67,INR,Meetz,1,"Wine - White, Mosel Gold",3,2440,7320,20,8784
CC4334,28-Feb-2020,70,INR,Zooxo,1,Beef - Ground Lean Fresh,6,1243,7458,20,8949.6
BB3424,13-May-2020,89,INR,Devbug,1,Bar Bran Honey Nut,8,1793,14344,20,17212.8
CB4444,16-Mar-2020,65,INR,Rhyloo,1,Ecolab - Lime - A - Way 4/4 L,5,2802,14010,20,16812
AC2432,15-Jan-2021,11,INR,Katz,1,Cookie - Dough Variety,3,530,1590,20,1908
BB4313,25-Mar-2020,88,INR,Gigaclub,1,Cherries - Frozen,7,405,2835,20,3402
CC4331,01-Aug-2020,77,INR,Buzzshare,1,Butter Balls Salted,7,964,6748,20,8097.6
BA3344,08-Jun-2020,67,INR,Browseblab,1,Scallops 60/80 Iqf,1,620,620,20,744
CA3421,09-Apr-2020,30,INR,Yata,1,Tea Peppermint,3,2573,7719,20,9262.8
CB2344,30-Apr-2020,26,INR,Linkbridge,1,Crackers - Melba Toast,9,2049,18441,20,22129.2
BA3441,15-Feb-2020,17,INR,Mudo,1,Anisette - Mcguiness,6,241,1446,20,1735.2
CC4113,25-Apr-2020,89,INR,Agimba,1,Higashimaru Usukuchi Soy,1,1467,1467,20,1760.4
CC2444,17-Oct-2020,84,INR,Jaxspan,1,Rosemary - Fresh,1,1979,1979,20,2374.8
CC4441,22-Feb-2021,62,INR,Quinu,1,Crush - Cream Soda,8,872,6976,20,8371.2
AC4413,09-Dec-2020,16,INR,Oloo,1,Snapple Lemon Tea,9,2048,18432,20,22118.4
AC4222,21-Oct-2020,69,INR,Meedoo,1,Cheese - Camembert,7,1331,9317,20,11180.4
